,Unnamed: 0,Tag,Stunde,avg_rel_Humidpercent,avg_temp20cm,avg_temp200cm,avg_boden_temp5cm,avg_boden_temp20cm,avg_wind_velocity2_5meter,sum_glob_strahlung_Wh/m2,niederschlag_nn
2255,2255,01.02.2021,23:00,100.0,5.7,5.8,5.4,5.5,0.4,0.0,2.4
2256,2256,02.02.2021,00:00,100.0,6.1,6.3,5.4,5.5,1.2,0.0,0.2
2257,2257,02.02.2021,01:00,100.0,6.4,6.7,5.4,5.5,1.1,0.0,0.0
2258,2258,02.02.2021,02:00,100.0,6.5,6.7,5.4,5.5,1.4,0.0,0.0
2259,2259,02.02.2021,03:00,100.0,6.4,6.7,5.4,5.5,1.8,0.0,0.0
2260,2260,02.02.2021,04:00,98.6,6.2,6.5,5.4,5.5,1.4,0.0,0.0
2261,2261,02.02.2021,05:00,99.8,5.7,6.1,5.4,5.5,0.6,0.0,0.0
2262,2262,02.02.2021,06:00,99.3,5.8,6.2,5.3,5.5,1.1,0.0,0.0
2263,2263,02.02.2021,07:00,99.0,5.8,6.2,5.3,5.5,0.8,0.0,0.0
2264,2264,02.02.2021,08:00,100.0,6.1,6.3,5.2,5.5,0.7,17.7,0.0
2265,2265,02.02.2021,09:00,100.0,6.3,6.3,5.3,5.5,0.7,41.0,0.3
2266,2266,02.02.2021,10:00,100.0,6.8,6.7,5.4,5.5,0.8,60.0,0.1
2267,2267,02.02.2021,11:00,100.0,7.6,7.5,5.7,5.5,0.8,72.2,0.1
2268,2268,02.02.2021,12:00,100.0,8.5,8.4,6.0,5.5,1.1,90.9,0.6
2269,2269,02.02.2021,13:00,100.0,10.3,10.0,6.4,5.6,2.5,224.8,0.0
2270,2270,02.02.2021,14:00,100.0,10.9,10.7,7.0,5.7,2.4,165.0,0.0
2271,2271,02.02.2021,15:00,100.0,11.2,11.2,7.4,5.9,2.0,98.4,0.0
2272,2272,02.02.2021,16:00,100.0,11.3,11.4,7.6,6.0,1.9,61.9,0.0
2273,2273,02.02.2021,17:00,100.0,11.0,11.3,7.7,6.2,1.3,0.0,0.9
2274,2274,02.02.2021,18:00,100.0,10.8,11.0,7.6,6.3,1.5,0.0,1.0
2275,2275,02.02.2021,19:00,100.0,10.5,10.9,7.7,6.4,1.4,0.0,0.6
2276,2276,02.02.2021,20:00,100.0,10.3,10.6,7.6,6.5,1.1,0.0,0.0
2277,2277,02.02.2021,21:00,100.0,10.2,10.5,7.5,6.6,1.1,0.0,0.0
2278,2278,02.02.2021,22:00,100.0,10.4,10.7,7.5,6.6,1.5,0.0,1.3
2279,2279,02.02.2021,23:00,100.0,10.1,10.4,7.5,6.6,1.1,0.0,0.1
2280,2280,03.02.2021,00:00,100.0,10.0,10.4,7.5,6.7,1.0,0.0,0.1
2281,2281,03.02.2021,01:00,100.0,9.6,10.2,7.4,6.7,1.0,0.0,0.0
2282,2282,03.02.2021,02:00,100.0,10.2,10.6,7.3,6.7,1.1,0.0,0.0
2283,2283,03.02.2021,03:00,100.0,10.2,10.4,7.3,6.7,1.1,0.0,0.2
2284,2284,03.02.2021,04:00,100.0,9.9,10.3,7.3,6.7,0.8,0.0,0.0
2285,2285,03.02.2021,05:00,100.0,10.0,10.4,7.3,6.7,0.7,0.0,0.0
2286,2286,03.02.2021,06:00,100.0,10.1,10.6,7.2,6.8,0.7,0.0,0.0
2287,2287,03.02.2021,07:00,100.0,10.3,10.7,7.3,6.8,0.7,0.0,0.0
2288,2288,03.02.2021,08:00,100.0,10.4,10.7,7.3,6.8,0.7,0.0,0.8
2289,2289,03.02.2021,09:00,100.0,10.6,10.8,7.4,6.8,0.9,27.1,1.6
2290,2290,03.02.2021,10:00,100.0,11.0,10.9,7.5,6.8,0.9,89.2,0.6
2291,2291,03.02.2021,11:00,100.0,11.3,11.3,7.8,6.9,1.4,61.6,1.2
2292,2292,03.02.2021,12:00,100.0,11.3,11.4,8.1,7.0,2.2,44.0,2.4
2293,2293,03.02.2021,13:00,98.3,11.3,11.7,8.4,7.0,3.4,56.8,0.4
2294,2294,03.02.2021,14:00,91.4,10.7,11.2,8.4,7.1,2.5,71.4,0.0
2295,2295,03.02.2021,15:00,91.3,10.7,10.9,8.4,7.2,3.2,94.6,0.0
2296,2296,03.02.2021,16:00,85.9,10.9,11.4,8.3,7.3,3.2,55.3,0.0
2297,2297,03.02.2021,17:00,78.7,10.6,11.3,8.2,7.3,3.7,0.0,0.0
2298,2298,03.02.2021,18:00,80.8,10.4,11.0,7.9,7.3,3.3,0.0,0.0
2299,2299,03.02.2021,19:00,80.8,10.8,11.4,7.8,7.3,3.1,0.0,0.0
2300,2300,03.02.2021,20:00,75.1,11.6,12.3,7.8,7.3,3.9,0.0,0.0
2301,2301,03.02.2021,21:00,80.2,10.9,11.4,7.8,7.3,4.2,0.0,0.0
2302,2302,03.02.2021,22:00,76.7,10.5,11.0,7.7,7.4,3.4,0.0,0.0
2303,2303,03.02.2021,23:00,74.7,10.0,10.5,7.7,7.3,3.6,0.0,0.0
2304,2304,04.02.2021,00:00,73.1,9.7,10.2,7.6,7.3,3.5,0.0,0.0
2305,2305,04.02.2021,01:00,77.4,9.1,9.6,7.5,7.3,3.6,0.0,0.0
2306,2306,04.02.2021,02:00,75.9,8.8,9.3,7.4,7.3,2.5,0.0,0.0
2307,2307,04.02.2021,03:00,85.3,7.5,8.1,7.1,7.3,1.8,0.0,0.0
2308,2308,04.02.2021,04:00,85.3,6.8,7.6,7.0,7.2,1.9,0.0,0.0
2309,2309,04.02.2021,05:00,87.8,5.7,6.6,6.7,7.1,1.5,0.0,0.0
2310,2310,04.02.2021,06:00,92.6,5.1,6.1,6.3,7.0,1.3,0.0,0.0
2311,2311,04.02.2021,07:00,95.0,4.3,5.3,6.0,6.9,0.8,0.0,0.0
2312,2312,04.02.2021,08:00,99.1,4.1,5.0,5.6,6.8,1.0,64.1,0.0
2313,2313,04.02.2021,09:00,86.2,7.3,8.0,5.5,6.7,1.5,195.5,0.0
2314,2314,04.02.2021,10:00,72.4,9.3,9.5,5.5,6.6,1.1,317.4,0.0
2315,2315,04.02.2021,11:00,70.0,10.2,9.9,5.9,6.5,0.8,239.7,0.0
2316,2316,04.02.2021,12:00,70.9,10.8,10.2,6.7,6.5,1.1,339.1,0.0
2317,2317,04.02.2021,13:00,71.6,11.0,10.4,7.4,6.6,1.8,311.2,0.0
2318,2318,04.02.2021,14:00,69.6,10.9,10.6,7.8,6.7,1.2,235.7,0.0
2319,2319,04.02.2021,15:00,69.7,10.6,10.7,8.0,6.9,0.9,87.0,0.0
2320,2320,04.02.2021,16:00,72.2,10.1,10.4,8.0,7.0,0.7,24.2,0.0
2321,2321,04.02.2021,17:00,77.8,8.9,9.7,7.8,7.1,0.5,0.0,0.0
2322,2322,04.02.2021,18:00,82.9,7.6,8.8,7.5,7.1,0.2,0.0,0.0
2323,2323,04.02.2021,19:00,93.3,6.0,6.8,7.0,7.1,0.1,0.0,0.0
2324,2324,04.02.2021,20:00,99.8,4.7,5.6,6.7,7.1,0.1,0.0,0.0
2325,2325,04.02.2021,21:00,100.0,4.0,4.7,6.3,7.0,0.3,0.0,0.0
2326,2326,04.02.2021,22:00,100.0,3.4,4.1,6.0,6.9,0.4,0.0,0.0
2327,2327,04.02.2021,23:00,100.0,3.8,4.5,5.7,6.8,0.5,0.0,0.0
2328,2328,05.02.2021,00:00,100.0,4.0,4.4,5.6,6.7,0.5,0.0,0.0
2329,2329,05.02.2021,01:00,100.0,4.8,5.0,5.5,6.5,0.3,0.0,0.2
2330,2330,05.02.2021,02:00,100.0,5.1,5.3,5.6,6.5,0.3,0.0,0.7
2331,2331,05.02.2021,03:00,100.0,5.6,5.9,5.6,6.4,0.3,0.0,0.3
2332,2332,05.02.2021,04:00,100.0,5.7,5.9,5.7,6.4,0.7,0.0,0.3
2333,2333,05.02.2021,05:00,100.0,5.6,5.9,5.7,6.4,0.4,0.0,0.2
2334,2334,05.02.2021,06:00,100.0,5.5,5.7,5.7,6.3,0.5,0.0,1.1
2335,2335,05.02.2021,07:00,100.0,5.4,5.6,5.7,6.3,0.3,0.0,0.1
2336,2336,05.02.2021,08:00,100.0,5.7,5.8,5.7,6.3,0.2,0.0,0.6
2337,2337,05.02.2021,09:00,100.0,6.2,6.2,5.8,6.3,0.3,25.9,0.7
2338,2338,05.02.2021,10:00,100.0,7.6,7.3,6.0,6.3,0.5,112.3,0.3
2339,2339,05.02.2021,11:00,100.0,7.9,7.8,6.5,6.3,0.3,68.2,0.2
2340,2340,05.02.2021,12:00,100.0,8.2,7.8,6.7,6.4,0.7,77.2,0.3
2341,2341,05.02.2021,13:00,100.0,8.6,8.3,7.0,6.4,0.9,60.8,0.0
2342,2342,05.02.2021,14:00,100.0,8.7,8.6,7.4,6.5,0.3,24.0,0.0
2343,2343,05.02.2021,15:00,100.0,8.5,8.5,7.4,6.7,0.6,31.7,0.2
2344,2344,05.02.2021,16:00,100.0,8.4,8.3,7.5,6.7,0.8,33.6,0.0
2345,2345,05.02.2021,17:00,100.0,7.9,8.0,7.4,6.8,0.7,0.0,0.0
2346,2346,05.02.2021,18:00,100.0,7.3,7.6,7.2,6.9,0.3,0.0,0.0
2347,2347,05.02.2021,19:00,100.0,7.4,7.5,7.1,6.9,0.4,0.0,0.0
2348,2348,05.02.2021,20:00,100.0,7.4,7.5,7.0,6.9,0.3,0.0,0.0
2349,2349,05.02.2021,21:00,100.0,7.4,7.5,7.0,6.9,1.0,0.0,0.4
2350,2350,05.02.2021,22:00,100.0,7.1,7.3,6.9,6.9,0.9,0.0,1.3
2351,2351,05.02.2021,23:00,100.0,7.0,7.1,6.9,6.9,0.7,0.0,1.4
2352,2352,06.02.2021,00:00,100.0,6.9,7.0,6.8,6.9,0.5,0.0,0.7
2353,2353,06.02.2021,01:00,100.0,6.9,7.0,6.8,6.9,1.1,0.0,0.2
2354,2354,06.02.2021,02:00,100.0,6.9,6.9,6.8,6.9,1.6,0.0,0.1
2355,2355,06.02.2021,03:00,100.0,6.8,6.9,6.8,6.8,1.0,0.0,0.9
2356,2356,06.02.2021,04:00,100.0,6.7,6.8,6.7,6.8,0.6,0.0,0.2
2357,2357,06.02.2021,05:00,100.0,6.7,6.8,6.7,6.8,0.6,0.0,0.0
2358,2358,06.02.2021,06:00,100.0,6.7,6.7,6.6,6.8,0.6,0.0,0.1
2359,2359,06.02.2021,07:00,100.0,6.6,6.7,6.6,6.8,0.8,0.0,0.0
2360,2360,06.02.2021,08:00,100.0,6.6,6.6,6.6,6.8,0.6,0.0,0.0
2361,2361,06.02.2021,09:00,100.0,6.6,6.5,6.6,6.8,0.8,19.9,0.0
2362,2362,06.02.2021,10:00,100.0,7.0,6.7,6.8,6.7,0.8,51.2,0.0
2363,2363,06.02.2021,11:00,100.0,7.5,7.1,6.9,6.8,0.9,62.2,0.0
2364,2364,06.02.2021,12:00,100.0,7.9,7.6,7.2,6.8,0.9,70.6,0.0
2365,2365,06.02.2021,13:00,100.0,8.0,7.8,7.4,6.9,1.3,63.3,0.0
2366,2366,06.02.2021,14:00,100.0,7.8,7.7,7.5,6.9,1.1,26.2,0.0
2367,2367,06.02.2021,15:00,100.0,7.5,7.4,7.5,7.0,1.2,18.4,0.0
2368,2368,06.02.2021,16:00,100.0,7.3,7.3,7.4,7.0,0.7,0.0,0.0
2369,2369,06.02.2021,17:00,100.0,7.1,7.3,7.3,7.0,1.2,0.0,0.0
2370,2370,06.02.2021,18:00,100.0,7.0,7.2,7.1,7.1,0.8,0.0,0.2
2371,2371,06.02.2021,19:00,100.0,6.5,6.7,7.0,7.1,1.2,0.0,0.1
2372,2372,06.02.2021,20:00,100.0,6.4,6.5,6.9,7.0,1.2,0.0,0.0
2373,2373,06.02.2021,21:00,100.0,6.3,6.5,6.8,7.0,0.9,0.0,0.0
2374,2374,06.02.2021,22:00,100.0,6.1,6.2,6.7,7.0,1.0,0.0,0.2
2375,2375,06.02.2021,23:00,100.0,5.7,5.8,6.7,6.9,1.7,0.0,1.4
2376,2376,07.02.2021,00:00,100.0,5.6,5.8,6.6,6.9,0.7,0.0,0.1
2377,2377,07.02.2021,01:00,100.0,5.3,5.5,6.5,6.9,1.2,0.0,0.1
2378,2378,07.02.2021,02:00,100.0,5.3,5.5,6.4,6.9,1.4,0.0,0.1
2379,2379,07.02.2021,03:00,100.0,5.3,5.4,6.2,6.8,1.5,0.0,0.0
2380,2380,07.02.2021,04:00,100.0,5.4,5.6,6.2,6.8,1.1,0.0,0.0
2381,2381,07.02.2021,05:00,100.0,5.3,5.3,6.2,6.7,0.9,0.0,0.0
2382,2382,07.02.2021,06:00,100.0,5.3,5.4,6.1,6.7,1.1,0.0,0.0
2383,2383,07.02.2021,07:00,100.0,5.3,5.5,6.1,6.7,1.3,0.0,0.0
2384,2384,07.02.2021,08:00,99.9,5.7,5.8,6.1,6.6,1.1,25.9,0.0
2385,2385,07.02.2021,09:00,98.6,6.2,6.1,6.2,6.6,1.0,72.4,0.0
2386,2386,07.02.2021,10:00,97.6,6.4,6.4,6.4,6.6,0.9,34.0,0.0
2387,2387,07.02.2021,11:00,98.6,6.6,6.5,6.5,6.6,1.0,73.6,0.0
2388,2388,07.02.2021,12:00,98.9,7.0,6.8,6.7,6.7,0.7,82.9,0.1
2389,2389,07.02.2021,13:00,100.0,7.3,7.3,7.0,6.7,1.0,32.5,0.0
2390,2390,07.02.2021,14:00,95.2,8.2,7.9,7.0,6.8,1.6,139.2,0.0
2391,2391,07.02.2021,15:00,83.6,7.8,7.9,7.3,6.8,2.0,73.3,0.0
2392,2392,07.02.2021,16:00,94.5,6.7,6.9,7.2,6.9,1.9,19.1,0.0
2393,2393,07.02.2021,17:00,100.0,5.7,5.7,7.0,6.9,2.2,0.0,0.0
2394,2394,07.02.2021,18:00,100.0,4.9,5.0,6.8,6.9,1.4,0.0,0.3
2395,2395,07.02.2021,19:00,100.0,4.3,4.2,6.6,6.9,1.3,0.0,0.3
2396,2396,07.02.2021,20:00,100.0,3.6,3.5,6.4,6.9,1.3,0.0,0.1
2397,2397,07.02.2021,21:00,100.0,3.0,2.8,6.3,6.8,1.9,0.0,0.0
2398,2398,07.02.2021,22:00,100.0,2.4,2.3,6.0,6.8,1.8,0.0,0.0
2399,2399,07.02.2021,23:00,100.0,1.5,1.3,5.8,6.7,2.4,0.0,0.0
2400,2400,08.02.2021,00:00,100.0,0.7,0.4,5.6,6.6,2.4,0.0,0.0
2401,2401,08.02.2021,01:00,100.0,-0.2,-0.4,5.3,6.5,2.1,0.0,0.0
2402,2402,08.02.2021,02:00,100.0,-0.8,-0.9,4.8,6.4,1.9,0.0,0.0
2403,2403,08.02.2021,03:00,100.0,-1.1,-1.2,4.6,6.3,2.0,0.0,0.0
2404,2404,08.02.2021,04:00,100.0,-1.4,-1.6,4.3,6.1,2.4,0.0,0.0
2405,2405,08.02.2021,05:00,100.0,-1.6,-1.9,4.2,6.0,2.6,0.0,0.0
2406,2406,08.02.2021,06:00,100.0,-2.1,-2.3,4.0,5.9,2.7,0.0,0.0
2407,2407,08.02.2021,07:00,100.0,-2.4,-2.6,3.9,5.8,3.0,0.0,0.0
2408,2408,08.02.2021,08:00,100.0,-2.5,-2.8,3.7,5.7,2.8,13.7,0.0
2409,2409,08.02.2021,09:00,100.0,-2.4,-2.7,3.6,5.6,2.5,37.3,0.0
2410,2410,08.02.2021,10:00,100.0,-2.2,-2.6,3.5,5.4,2.6,70.6,0.0
2411,2411,08.02.2021,11:00,100.0,-2.1,-2.5,3.5,5.3,2.5,66.0,0.0
2412,2412,08.02.2021,12:00,100.0,-1.9,-2.3,3.5,5.3,2.2,76.2,0.0
2413,2413,08.02.2021,13:00,100.0,-1.9,-2.1,3.5,5.2,1.9,75.8,0.0
2414,2414,08.02.2021,14:00,100.0,-2.2,-2.4,3.5,5.2,1.8,97.6,0.0
2415,2415,08.02.2021,15:00,100.0,-2.3,-2.4,3.5,5.1,1.8,62.0,0.0
2416,2416,08.02.2021,16:00,100.0,-2.5,-2.5,3.4,5.1,1.6,28.0,0.0
2417,2417,08.02.2021,17:00,100.0,-2.9,-2.9,3.4,5.0,1.4,0.0,0.0
2418,2418,08.02.2021,18:00,100.0,-3.4,-3.3,3.3,5.0,1.5,0.0,0.0
2419,2419,08.02.2021,19:00,100.0,-3.7,-3.7,3.3,4.9,2.1,0.0,0.0
2420,2420,08.02.2021,20:00,100.0,-4.0,-4.0,3.3,4.9,1.8,0.0,0.0
2421,2421,08.02.2021,21:00,100.0,-4.1,-4.1,3.3,4.8,1.5,0.0,0.0
2422,2422,08.02.2021,22:00,100.0,-4.1,-4.2,3.3,4.8,1.4,0.0,0.0
2423,2423,08.02.2021,23:00,100.0,-4.2,-4.3,3.3,4.8,1.7,0.0,0.0
2424,2424,09.02.2021,00:00,100.0,-4.5,-4.5,3.2,4.8,1.6,0.0,0.0
2425,2425,09.02.2021,01:00,100.0,-4.4,-4.6,3.2,4.8,1.6,0.0,0.0
2426,2426,09.02.2021,02:00,100.0,-4.6,-4.7,3.2,4.7,1.6,0.0,0.0
2427,2427,09.02.2021,03:00,100.0,-4.7,-4.9,3.2,4.7,1.7,0.0,0.0
2428,2428,09.02.2021,04:00,100.0,-5.0,-5.1,3.2,4.7,2.6,0.0,0.0
2429,2429,09.02.2021,05:00,99.2,-5.2,-5.3,3.2,4.6,2.3,0.0,0.0
2430,2430,09.02.2021,06:00,97.1,-5.3,-5.5,3.1,4.6,2.1,0.0,0.0
2431,2431,09.02.2021,07:00,93.8,-5.6,-5.8,3.1,4.6,2.3,0.0,0.0
2432,2432,09.02.2021,08:00,91.8,-5.7,-5.9,2.9,4.5,2.5,19.2,0.0
2433,2433,09.02.2021,09:00,89.7,-5.7,-6.0,2.9,4.5,3.3,63.4,0.0
2434,2434,09.02.2021,10:00,87.9,-5.7,-6.0,2.8,4.5,2.7,92.5,0.0
2435,2435,09.02.2021,11:00,83.9,-5.7,-6.0,2.8,4.4,2.9,103.0,0.0
2436,2436,09.02.2021,12:00,80.9,-5.7,-6.0,2.7,4.4,3.3,126.6,0.0
2437,2437,09.02.2021,13:00,78.7,-5.5,-5.8,2.7,4.4,3.1,128.6,0.0
2438,2438,09.02.2021,14:00,78.7,-5.4,-5.8,2.7,4.3,2.7,98.7,0.0
2439,2439,09.02.2021,15:00,76.2,-5.4,-5.7,2.6,4.3,2.5,62.3,0.0
2440,2440,09.02.2021,16:00,75.9,-5.2,-5.4,2.6,4.2,2.3,29.0,0.0
2441,2441,09.02.2021,17:00,74.1,-5.1,-5.2,2.5,4.2,2.7,0.0,0.0
2442,2442,09.02.2021,18:00,77.5,-5.3,-5.4,2.4,4.2,3.0,0.0,0.0
2443,2443,09.02.2021,19:00,79.1,-5.4,-5.5,2.3,4.1,3.7,0.0,0.0
2444,2444,09.02.2021,20:00,78.5,-5.5,-5.6,2.2,4.1,3.7,0.0,0.0
2445,2445,09.02.2021,21:00,76.9,-5.5,-5.6,2.1,4.0,2.9,0.0,0.0
2446,2446,09.02.2021,22:00,79.3,-5.6,-5.8,2.0,4.0,2.6,0.0,0.0
2447,2447,09.02.2021,23:00,82.1,-6.1,-6.3,1.9,3.9,3.2,0.0,0.0
2448,2448,10.02.2021,00:00,84.6,-6.4,-6.6,1.9,3.9,2.9,0.0,0.0
2449,2449,10.02.2021,01:00,86.6,-6.6,-6.9,1.8,3.8,3.5,0.0,0.0
2450,2450,10.02.2021,02:00,88.1,-7.0,-7.3,1.7,3.7,3.2,0.0,0.0
2451,2451,10.02.2021,03:00,89.7,-7.0,-7.3,1.6,3.7,3.3,0.0,0.0
2452,2452,10.02.2021,04:00,90.8,-7.0,-7.3,1.6,3.6,3.0,0.0,0.0
2453,2453,10.02.2021,05:00,90.5,-7.0,-7.3,1.5,3.6,3.2,0.0,0.0
2454,2454,10.02.2021,06:00,90.4,-7.1,-7.4,1.4,3.5,3.2,0.0,0.0
2455,2455,10.02.2021,07:00,94.8,-7.6,-8.0,1.4,3.5,3.5,0.0,0.0
2456,2456,10.02.2021,08:00,97.5,-8.0,-8.4,1.4,3.4,3.4,29.9,0.0
2457,2457,10.02.2021,09:00,96.2,-7.9,-8.4,1.3,3.4,3.6,96.4,0.0
2458,2458,10.02.2021,10:00,93.9,-7.8,-8.2,1.3,3.3,4.1,144.9,0.0
2459,2459,10.02.2021,11:00,91.9,-7.6,-8.1,1.3,3.3,4.5,188.8,0.0
2460,2460,10.02.2021,12:00,91.4,-7.3,-7.9,1.3,3.3,4.4,208.0,0.0
2461,2461,10.02.2021,13:00,92.1,-7.2,-7.7,1.3,3.2,4.6,190.0,0.0
2462,2462,10.02.2021,14:00,91.3,-7.0,-7.6,1.3,3.2,4.0,169.9,0.0
2463,2463,10.02.2021,15:00,78.6,-6.3,-6.4,1.3,3.2,4.5,124.0,0.0
2464,2464,10.02.2021,16:00,74.8,-5.6,-5.4,1.3,3.2,4.0,63.4,0.0
2465,2465,10.02.2021,17:00,76.1,-6.6,-5.8,1.3,3.1,1.8,12.5,0.0
2466,2466,10.02.2021,18:00,84.6,-9.1,-8.0,1.4,3.1,0.6,0.0,0.0
2467,2467,10.02.2021,19:00,83.7,-7.9,-6.6,1.3,3.1,2.1,0.0,0.0
2468,2468,10.02.2021,20:00,82.5,-7.7,-6.6,1.3,3.1,2.3,0.0,0.0
2469,2469,10.02.2021,21:00,85.7,-9.6,-7.9,1.3,3.1,1.4,0.0,0.0
2470,2470,10.02.2021,22:00,94.4,-11.1,-10.3,1.3,3.0,0.5,0.0,0.0
2471,2471,10.02.2021,23:00,100.0,-11.9,-11.2,1.2,3.0,0.5,0.0,0.0
2472,2472,11.02.2021,00:00,100.0,-12.7,-11.8,1.1,3.0,0.5,0.0,0.0
2473,2473,11.02.2021,01:00,100.0,-13.4,-12.7,1.2,2.9,0.4,0.0,0.0
2474,2474,11.02.2021,02:00,100.0,-13.7,-13.2,1.1,2.9,0.5,0.0,0.0
2475,2475,11.02.2021,03:00,99.8,-14.3,-13.8,1.1,2.9,0.4,0.0,0.0
2476,2476,11.02.2021,04:00,100.0,-12.6,-12.4,1.0,2.8,0.3,0.0,0.0
2477,2477,11.02.2021,05:00,100.0,-11.4,-11.2,1.0,2.8,0.3,0.0,0.0
2478,2478,11.02.2021,06:00,100.0,-11.9,-11.3,1.0,2.8,0.2,0.0,0.0
2479,2479,11.02.2021,07:00,100.0,-12.6,-12.1,1.0,2.8,0.4,0.0,0.0
2480,2480,11.02.2021,08:00,100.0,-12.5,-11.5,1.0,2.7,0.3,130.7,0.0
2481,2481,11.02.2021,09:00,100.0,-10.6,-9.6,1.0,2.7,0.5,274.4,0.0
2482,2482,11.02.2021,10:00,92.2,-7.4,-6.8,0.9,2.7,1.0,373.1,0.0
2483,2483,11.02.2021,11:00,74.0,-4.7,-4.5,0.9,2.7,0.9,488.1,0.1
2484,2484,11.02.2021,12:00,70.3,-4.2,-4.3,0.9,2.7,1.2,633.1,3.2
2485,2485,11.02.2021,13:00,66.7,-3.7,-3.6,0.9,2.6,0.8,562.9,0.0
2486,2486,11.02.2021,14:00,66.5,-3.2,-2.9,0.9,2.6,0.9,423.5,0.0
2487,2487,11.02.2021,15:00,66.5,-2.2,-2.1,0.9,2.6,1.3,262.4,0.0
2488,2488,11.02.2021,16:00,75.3,-2.1,-1.9,0.9,2.6,1.6,160.9,0.0
2489,2489,11.02.2021,17:00,77.0,-3.0,-2.1,0.9,2.6,1.1,18.0,0.0
2490,2490,11.02.2021,18:00,82.3,-4.4,-3.1,0.9,2.6,0.4,0.0,0.0
2491,2491,11.02.2021,19:00,92.7,-8.0,-6.1,0.9,2.5,0.2,0.0,0.0
2492,2492,11.02.2021,20:00,99.4,-9.8,-7.6,0.9,2.5,0.2,0.0,0.0
2493,2493,11.02.2021,21:00,100.0,-10.6,-8.8,0.9,2.5,0.2,0.0,0.0
2494,2494,11.02.2021,22:00,100.0,-10.7,-9.2,0.9,2.5,0.4,0.0,0.0
2495,2495,11.02.2021,23:00,100.0,-11.4,-9.9,0.9,2.5,0.3,0.0,0.0
2496,2496,12.02.2021,00:00,100.0,-11.9,-10.7,0.9,2.5,0.2,0.0,0.0
2497,2497,12.02.2021,01:00,100.0,-12.8,-11.3,0.8,2.5,0.2,0.0,0.0
2498,2498,12.02.2021,02:00,100.0,-12.6,-11.9,0.8,2.4,0.4,0.0,0.0
2499,2499,12.02.2021,03:00,100.0,-12.8,-12.3,0.8,2.4,0.5,0.0,0.0
2500,2500,12.02.2021,04:00,100.0,-13.4,-12.8,0.8,2.4,0.4,0.0,0.0
2501,2501,12.02.2021,05:00,100.0,-13.7,-13.3,0.8,2.4,0.6,0.0,0.0
2502,2502,12.02.2021,06:00,99.7,-14.1,-13.6,0.8,2.4,0.6,0.0,0.0
2503,2503,12.02.2021,07:00,99.6,-14.2,-13.8,0.7,2.4,0.5,0.0,0.0
2504,2504,12.02.2021,08:00,99.8,-13.3,-12.5,0.8,2.3,0.5,167.1,0.0
2505,2505,12.02.2021,09:00,95.2,-9.4,-7.8,0.7,2.3,0.9,290.4,0.0
2506,2506,12.02.2021,10:00,71.7,-5.1,-4.0,0.7,2.3,2.2,444.8,0.0
2507,2507,12.02.2021,11:00,64.3,-2.7,-2.9,0.7,2.3,2.1,615.0,0.0
2508,2508,12.02.2021,12:00,58.7,-2.1,-2.5,0.7,2.3,2.9,592.5,0.0
2509,2509,12.02.2021,13:00,54.6,-1.5,-1.9,0.7,2.3,2.7,515.9,0.0
2510,2510,12.02.2021,14:00,51.2,-1.2,-1.5,0.7,2.3,2.9,413.5,0.0
2511,2511,12.02.2021,15:00,49.0,-1.4,-1.6,0.7,2.3,3.4,278.2,0.0
2512,2512,12.02.2021,16:00,53.0,-2.6,-2.4,0.7,2.2,3.1,135.8,0.0
2513,2513,12.02.2021,17:00,58.0,-3.7,-3.0,0.7,2.2,3.1,17.7,0.0
2514,2514,12.02.2021,18:00,60.0,-4.2,-3.5,0.6,2.2,2.7,0.0,0.0
2515,2515,12.02.2021,19:00,62.4,-4.8,-3.8,0.6,2.2,2.7,0.0,0.0
2516,2516,12.02.2021,20:00,67.6,-5.8,-4.6,0.7,2.2,2.9,0.0,0.0
2517,2517,12.02.2021,21:00,71.6,-6.2,-5.0,0.7,2.1,2.5,0.0,0.0
2518,2518,12.02.2021,22:00,66.4,-6.5,-5.3,0.7,2.1,1.9,0.0,0.0
2519,2519,12.02.2021,23:00,73.2,-7.8,-6.4,0.6,2.1,1.2,0.0,0.0
2520,2520,13.02.2021,00:00,66.0,-6.0,-5.1,0.6,2.1,2.4,0.0,0.0
2521,2521,13.02.2021,01:00,67.2,-5.9,-5.3,0.6,2.1,3.1,0.0,0.0
2522,2522,13.02.2021,02:00,66.7,-5.9,-5.3,0.6,2.1,3.1,0.0,0.0
2523,2523,13.02.2021,03:00,67.3,-6.8,-6.0,0.6,2.1,2.1,0.0,0.0
2524,2524,13.02.2021,04:00,63.3,-6.6,-5.9,0.6,2.1,2.1,0.0,0.0
2525,2525,13.02.2021,05:00,64.8,-7.6,-6.8,0.6,2.1,1.6,0.0,0.0
2526,2526,13.02.2021,06:00,79.4,-11.2,-10.0,0.6,2.1,0.6,0.0,0.0
2527,2527,13.02.2021,07:00,88.3,-12.3,-11.4,0.6,2.0,0.7,0.0,0.0
2528,2528,13.02.2021,08:00,89.2,-11.1,-10.3,0.6,2.0,0.7,165.6,0.0
2529,2529,13.02.2021,09:00,76.8,-7.3,-6.6,0.5,2.0,1.3,352.8,0.0
2530,2530,13.02.2021,10:00,64.1,-3.9,-3.8,0.5,2.0,3.1,439.5,0.0
2531,2531,13.02.2021,11:00,59.0,-2.7,-3.0,0.5,2.0,3.1,503.5,0.0
